invoice_id,month,property_id,property_name,district,manager,unit_id,tenant_id,tenant_name,due_date,rent_billed,amount_paid,balance,paid_date,payment_status,days_late,aging_bucket
"INV-00329","2026-05","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-05-05","1375","1375","0","2026-05-08","Paid","3","Current"
"INV-00330","2026-06","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-06-05","1375","1375","0","2026-06-05","Paid","0","Current"
"INV-00331","2026-07","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-07-05","1375","1375","0","2026-07-03","Paid","0","Current"
"INV-00332","2026-08","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-08-05","1375","735","640","2026-08-18","Partial","148","90+ Days"
"INV-00333","2026-09","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-09-05","1375","1375","0","2026-09-15","Paid Late","10","Current"
"INV-00334","2026-10","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-10-05","1375","1375","0","2026-10-09","Paid","4","Current"
"INV-00335","2026-11","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-11-05","1375","1375","0","2026-11-11","Paid","6","Current"
"INV-00336","2026-12","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-12-05","1375","1375","0","2026-12-02","Paid","0","Current"
"INV-00337","2026-01","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-01-05","1550","1550","0","2026-01-08","Paid","3","Current"
"INV-00338","2026-02","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-02-05","1550","0","1550","","Unpaid","329","90+ Days"
"INV-00339","2026-03","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-03-05","1550","1550","0","2026-03-02","Paid","0","Current"
"INV-00340","2026-04","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-04-05","1550","1550","0","2026-04-02","Paid","0","Current"
"INV-00341","2026-05","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-05-05","1550","1550","0","2026-05-11","Paid","6","Current"
"INV-00342","2026-06","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-06-05","1550","1550","0","2026-06-06","Paid","1","Current"
"INV-00343","2026-07","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-07-05","1550","1550","0","2026-07-11","Paid","6","Current"
"INV-00344","2026-08","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-08-05","1550","1550","0","2026-08-06","Paid","1","Current"
"INV-00345","2026-09","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-09-05","1550","1550","0","2026-09-02","Paid","0","Current"
"INV-00346","2026-10","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-10-05","1550","1550","0","2026-10-03","Paid","0","Current"
"INV-00347","2026-11","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-11-05","1550","1550","0","2026-11-04","Paid","0","Current"
"INV-00348","2026-12","P04","Parkline","Uskudar","Aylin Kaya","P04-U07","T029","Aylin Demir","2026-12-05","1550","1550","0","2026-12-05","Paid","0","Current"
"INV-00349","2026-01","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-01-05","1575","1575","0","2026-01-09","Paid","4","Current"
"INV-00350","2026-02","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-02-05","1575","1575","0","2026-02-02","Paid","0","Current"
"INV-00351","2026-03","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-03-05","1575","1575","0","2026-03-03","Paid","0","Current"
"INV-00352","2026-04","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-04-05","1575","1575","0","2026-04-02","Paid","0","Current"
"INV-00353","2026-05","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-05-05","1575","0","1575","","Unpaid","240","90+ Days"
"INV-00354","2026-06","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-06-05","1575","1575","0","2026-06-18","Paid Late","13","Current"
"INV-00355","2026-07","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-07-05","1575","1575","0","2026-07-08","Paid","3","Current"
"INV-00356","2026-08","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-08-05","1575","1575","0","2026-08-07","Paid","2","Current"
"INV-00357","2026-09","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-09-05","1575","1575","0","2026-09-04","Paid","0","Current"
"INV-00358","2026-10","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-10-05","1575","1575","0","2026-10-18","Paid Late","13","Current"
"INV-00359","2026-11","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-11-05","1575","1575","0","2026-11-03","Paid","0","Current"
"INV-00360","2026-12","P04","Parkline","Uskudar","Aylin Kaya","P04-U08","T030","Can Yilmaz","2026-12-05","1575","1575","0","2026-12-11","Paid Late","6","Current"
"INV-00361","2026-01","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-01-05","1475","1475","0","2026-01-22","Paid Late","17","Current"
"INV-00362","2026-02","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-02-05","1475","1475","0","2026-02-09","Paid","4","Current"
"INV-00363","2026-03","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-03-05","1475","1475","0","2026-03-06","Paid","1","Current"
"INV-00364","2026-04","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-04-05","1475","0","1475","","Unpaid","270","90+ Days"
"INV-00365","2026-05","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-05-05","1475","1475","0","2026-05-13","Paid Late","8","Current"
"INV-00366","2026-06","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-06-05","1475","1475","0","2026-06-07","Paid","2","Current"
"INV-00367","2026-07","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-07-05","1475","1475","0","2026-07-03","Paid","0","Current"
"INV-00368","2026-08","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-08-05","1475","0","1475","","Unpaid","148","90+ Days"
"INV-00369","2026-09","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-09-05","1475","1475","0","2026-09-18","Paid Late","13","Current"
"INV-00370","2026-10","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-10-05","1475","1475","0","2026-10-11","Paid","6","Current"
"INV-00371","2026-11","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-11-05","1475","1475","0","2026-11-07","Paid","2","Current"
"INV-00372","2026-12","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U01","T031","Kerem Aydin","2026-12-05","1475","1475","0","2026-12-06","Paid","1","Current"
"INV-00373","2026-01","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-01-05","1400","1400","0","2026-01-04","Paid","0","Current"
"INV-00374","2026-02","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-02-05","1400","1400","0","2026-02-03","Paid","0","Current"
"INV-00375","2026-03","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-03-05","1400","1400","0","2026-03-07","Paid","2","Current"
"INV-00376","2026-04","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-04-05","1400","1400","0","2026-04-19","Paid Late","14","Current"
"INV-00377","2026-05","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-05-05","1400","1400","0","2026-05-07","Paid","2","Current"
"INV-00378","2026-06","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-06-05","1400","1400","0","2026-06-20","Paid Late","15","Current"
"INV-00379","2026-07","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-07-05","1400","1400","0","2026-07-10","Paid","5","Current"
"INV-00380","2026-08","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-08-05","1400","1400","0","2026-08-05","Paid","0","Current"
"INV-00381","2026-09","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-09-05","1400","1400","0","2026-09-10","Paid","5","Current"
"INV-00382","2026-10","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-10-05","1400","1400","0","2026-10-05","Paid","0","Current"
"INV-00383","2026-11","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-11-05","1400","1400","0","2026-11-07","Paid","2","Current"
"INV-00384","2026-12","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U02","T032","Burak Arslan","2026-12-05","1400","1400","0","2026-12-09","Paid","4","Current"
"INV-00385","2026-01","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-01-05","1525","1525","0","2026-01-10","Paid","5","Current"
"INV-00386","2026-02","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-02-05","1525","1525","0","2026-02-05","Paid","0","Current"
"INV-00387","2026-03","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-03-05","1525","868","657","2026-03-18","Partial","301","90+ Days"
"INV-00388","2026-04","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-04-05","1525","1525","0","2026-04-11","Paid","6","Current"
"INV-00389","2026-05","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-05-05","1525","1525","0","2026-05-12","Paid Late","7","Current"
"INV-00390","2026-06","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-06-05","1525","1525","0","2026-06-05","Paid","0","Current"
"INV-00391","2026-07","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-07-05","1525","1525","0","2026-07-10","Paid","5","Current"
"INV-00392","2026-08","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-08-05","1525","1525","0","2026-08-08","Paid","3","Current"
"INV-00393","2026-09","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-09-05","1525","1525","0","2026-09-02","Paid","0","Current"
"INV-00394","2026-10","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-10-05","1525","1525","0","2026-10-08","Paid","3","Current"
"INV-00395","2026-11","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-11-05","1525","1525","0","2026-11-11","Paid","6","Current"
"INV-00396","2026-12","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U03","T033","Kerem Aydin","2026-12-05","1525","1525","0","2026-12-04","Paid","0","Current"
"INV-00397","2026-01","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-01-05","1550","1550","0","2026-01-05","Paid","0","Current"
"INV-00398","2026-02","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-02-05","1550","1550","0","2026-02-21","Paid Late","16","Current"
"INV-00399","2026-03","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-03-05","1550","1550","0","2026-03-06","Paid","1","Current"
"INV-00400","2026-04","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-04-05","1550","1158","392","2026-04-18","Partial","270","90+ Days"
"INV-00401","2026-05","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-05-05","1550","1550","0","2026-05-08","Paid","3","Current"
"INV-00402","2026-06","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-06-05","1550","1550","0","2026-06-02","Paid","0","Current"
"INV-00403","2026-07","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-07-05","1550","0","1550","","Unpaid","179","90+ Days"
"INV-00404","2026-08","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-08-05","1550","1550","0","2026-08-07","Paid","2","Current"
"INV-00405","2026-09","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-09-05","1550","1550","0","2026-09-06","Paid","1","Current"
"INV-00406","2026-10","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-10-05","1550","1550","0","2026-10-11","Paid","6","Current"
"INV-00407","2026-11","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-11-05","1550","1550","0","2026-11-02","Paid","0","Current"
"INV-00408","2026-12","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U04","T034","Kerem Yilmaz","2026-12-05","1550","1550","0","2026-12-19","Paid Late","14","Current"
"INV-00409","2026-01","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-01-05","1600","1600","0","2026-01-15","Paid Late","10","Current"
"INV-00410","2026-02","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-02-05","1600","1600","0","2026-02-03","Paid","0","Current"
"INV-00411","2026-03","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-03-05","1600","1600","0","2026-03-05","Paid","0","Current"
"INV-00412","2026-04","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-04-05","1600","1600","0","2026-04-03","Paid","0","Current"
"INV-00413","2026-05","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-05-05","1600","1600","0","2026-05-02","Paid","0","Current"
"INV-00414","2026-06","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-06-05","1600","724","876","2026-06-19","Partial","209","90+ Days"
"INV-00415","2026-07","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-07-05","1600","1600","0","2026-07-11","Paid","6","Current"
"INV-00416","2026-08","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-08-05","1600","1600","0","2026-08-03","Paid","0","Current"
"INV-00417","2026-09","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-09-05","1600","1600","0","2026-09-11","Paid","6","Current"
"INV-00418","2026-10","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-10-05","1600","1600","0","2026-10-10","Paid","5","Current"
"INV-00419","2026-11","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-11-05","1600","1600","0","2026-11-04","Paid","0","Current"
"INV-00420","2026-12","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U05","T035","Elif Sahin","2026-12-05","1600","1600","0","2026-12-10","Paid","5","Current"
"INV-00421","2026-01","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-01-05","1600","1600","0","2026-01-07","Paid","2","Current"
"INV-00422","2026-02","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-02-05","1600","1600","0","2026-02-08","Paid","3","Current"
"INV-00423","2026-03","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-03-05","1600","1600","0","2026-03-07","Paid","2","Current"
"INV-00424","2026-04","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-04-05","1600","1600","0","2026-04-04","Paid","0","Current"
"INV-00425","2026-05","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-05-05","1600","1600","0","2026-05-03","Paid","0","Current"
"INV-00426","2026-06","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-06-05","1600","1600","0","2026-06-02","Paid","0","Current"
"INV-00427","2026-07","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-07-05","1600","0","1600","","Unpaid","179","90+ Days"
"INV-00428","2026-08","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-08-05","1600","1600","0","2026-08-03","Paid","0","Current"
"INV-00429","2026-09","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-09-05","1600","1600","0","2026-09-21","Paid Late","16","Current"
"INV-00430","2026-10","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-10-05","1600","0","1600","","Unpaid","87","61-90 Days"
"INV-00431","2026-11","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-11-05","1600","1600","0","2026-11-06","Paid","1","Current"
"INV-00432","2026-12","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U06","T036","Mert Sahin","2026-12-05","1600","1600","0","2026-12-09","Paid","4","Current"
"INV-00433","2026-01","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-01-05","1625","1625","0","2026-01-03","Paid","0","Current"
"INV-00434","2026-02","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-02-05","1625","1625","0","2026-02-10","Paid","5","Current"
"INV-00435","2026-03","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-03-05","1625","1625","0","2026-03-19","Paid Late","14","Current"
"INV-00436","2026-04","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-04-05","1625","1625","0","2026-04-09","Paid","4","Current"
"INV-00437","2026-05","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-05-05","1625","1625","0","2026-05-08","Paid","3","Current"
"INV-00438","2026-06","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-06-05","1625","1625","0","2026-06-02","Paid","0","Current"
"INV-00439","2026-07","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-07-05","1625","1625","0","2026-07-11","Paid","6","Current"
"INV-00440","2026-08","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-08-05","1625","1625","0","2026-08-09","Paid","4","Current"
"INV-00441","2026-09","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-09-05","1625","1625","0","2026-09-05","Paid","0","Current"
"INV-00442","2026-10","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-10-05","1625","1625","0","2026-10-08","Paid","3","Current"
"INV-00443","2026-11","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-11-05","1625","1625","0","2026-11-08","Paid","3","Current"
"INV-00444","2026-12","P05","Cedar Residence","Kadikoy","Mert Demir","P05-U07","T037","Kerem Demir","2026-12-05","1625","1625","0","2026-12-05","Paid","0","Current"
"INV-00445","2026-01","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-01-05","1650","1650","0","2026-01-21","Paid Late","16","Current"
"INV-00446","2026-02","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-02-05","1650","1650","0","2026-02-10","Paid","5","Current"
"INV-00447","2026-03","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-03-05","1650","1650","0","2026-03-11","Paid","6","Current"
"INV-00448","2026-04","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-04-05","1650","1650","0","2026-04-10","Paid","5","Current"
"INV-00449","2026-05","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-05-05","1650","1650","0","2026-05-05","Paid","0","Current"
"INV-00450","2026-06","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-06-05","1650","1650","0","2026-06-10","Paid","5","Current"
"INV-00451","2026-07","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-07-05","1650","1650","0","2026-07-11","Paid","6","Current"
"INV-00452","2026-08","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-08-05","1650","957","693","2026-08-18","Partial","148","90+ Days"
"INV-00453","2026-09","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-09-05","1650","1650","0","2026-09-05","Paid","0","Current"
"INV-00454","2026-10","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-10-05","1650","1650","0","2026-10-13","Paid Late","8","Current"
"INV-00455","2026-11","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-11-05","1650","1650","0","2026-11-08","Paid","3","Current"
"INV-00456","2026-12","P06","Bluegate","Besiktas","Selin Arslan","P06-U02","T038","Selin Kaya","2026-12-05","1650","606","1044","2026-12-23","Partial","26","1-30 Days"
"INV-00457","2026-01","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-01-05","1675","1675","0","2026-01-03","Paid","0","Current"
"INV-00458","2026-02","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-02-05","1675","1675","0","2026-02-04","Paid","0","Current"
"INV-00459","2026-03","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-03-05","1675","1675","0","2026-03-06","Paid","1","Current"
"INV-00460","2026-04","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-04-05","1675","1675","0","2026-04-08","Paid","3","Current"
"INV-00461","2026-05","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-05-05","1675","0","1675","","Unpaid","240","90+ Days"
"INV-00462","2026-06","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-06-05","1675","1675","0","2026-06-08","Paid","3","Current"
"INV-00463","2026-07","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-07-05","1675","1675","0","2026-07-05","Paid","0","Current"
"INV-00464","2026-08","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-08-05","1675","1675","0","2026-08-07","Paid","2","Current"
"INV-00465","2026-09","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-09-05","1675","1675","0","2026-09-04","Paid","0","Current"
"INV-00466","2026-10","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-10-05","1675","1675","0","2026-10-09","Paid","4","Current"
"INV-00467","2026-11","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-11-05","1675","1675","0","2026-11-08","Paid","3","Current"
"INV-00468","2026-12","P06","Bluegate","Besiktas","Selin Arslan","P06-U03","T039","Ece Aydin","2026-12-05","1675","1675","0","2026-12-10","Paid","5","Current"
"INV-00469","2026-01","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-01-05","1750","1750","0","2026-01-06","Paid","1","Current"
"INV-00470","2026-02","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-02-05","1750","1750","0","2026-02-03","Paid","0","Current"
"INV-00471","2026-03","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-03-05","1750","1750","0","2026-03-09","Paid","4","Current"
"INV-00472","2026-04","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-04-05","1750","1750","0","2026-04-11","Paid","6","Current"
"INV-00473","2026-05","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-05-05","1750","1750","0","2026-05-10","Paid","5","Current"
"INV-00474","2026-06","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-06-05","1750","1750","0","2026-06-11","Paid","6","Current"
"INV-00475","2026-07","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-07-05","1750","1750","0","2026-07-07","Paid","2","Current"
"INV-00476","2026-08","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-08-05","1750","1750","0","2026-08-05","Paid","0","Current"
"INV-00477","2026-09","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-09-05","1750","0","1750","","Unpaid","117","90+ Days"
"INV-00478","2026-10","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-10-05","1750","1750","0","2026-10-11","Paid","6","Current"
"INV-00479","2026-11","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-11-05","1750","0","1750","","Unpaid","56","31-60 Days"
"INV-00480","2026-12","P06","Bluegate","Besiktas","Selin Arslan","P06-U04","T040","Kerem Aksoy","2026-12-05","1750","733","1017","2026-12-22","Partial","26","1-30 Days"
"INV-00481","2026-01","P06","Bluegate","Besiktas","Selin Arslan","P06-U05","T041","Kerem Yilmaz","2026-01-05","1750","1750","0","2026-01-16","Paid Late","11","Current"
"INV-00482","2026-02","P06","Bluegate","Besiktas","Selin Arslan","P06-U05","T041","Kerem Yilmaz","2026-02-05","1750","1750","0","2026-02-09","Paid","4","Current"
"INV-00483","2026-03","P06","Bluegate","Besiktas","Selin Arslan","P06-U05","T041","Kerem Yilmaz","2026-03-05","1750","1750","0","2026-03-09","Paid","4","Current"
"INV-00484","2026-04","P06","Bluegate","Besiktas","Selin Arslan","P06-U05","T041","Kerem Yilmaz","2026-04-05","1750","1750","0","2026-04-04","Paid","0","Current"
"INV-00485","2026-05","P06","Bluegate","Besiktas","Selin Arslan","P06-U05","T041","Kerem Yilmaz","2026-05-05","1750","1750","0","2026-05-11","Paid","6","Current"
"INV-00486","2026-06","P06","Bluegate","Besiktas","Selin Arslan","P06-U05","T041","Kerem Yilmaz","2026-06-05","1750","1750","0","2026-06-04","Paid","0","Current"
"INV-00487","2026-07","P06","Bluegate","Besiktas","Selin Arslan","P06-U05","T041","Kerem Yilmaz","2026-07-05","1750","1750","0","2026-07-14","Paid Late","9","Current"
"INV-00488","2026-08","P06","Bluegate","Besiktas","Selin Arslan","P06-U05","T041","Kerem Yilmaz","2026-08-05","1750","1750","0","2026-08-09","Paid","4","Current"
"INV-00489","2026-09","P06","Bluegate","Besiktas","Selin Arslan","P06-U05","T041","Kerem Yilmaz","2026-09-05","1750","0","1750","","Unpaid","117","90+ Days"
