member_id,member_code,first_name,last_name,age,location_id,plan_id,acquisition_channel,join_date,cancel_date,status
687,M00687,Derya,Kurt,64,2,2,Corporate Partner,2024-05-01,,Active
688,M00688,Deniz,Celik,25,3,1,Corporate Partner,2025-12-27,,Active
689,M00689,Can,Aydin,51,2,3,Referral,2024-11-28,,Active
690,M00690,Selin,Koc,43,2,1,Referral,2024-05-11,,Active
691,M00691,Selin,Sahin,58,3,1,Referral,2025-01-07,,Active
692,M00692,Arda,Yilmaz,23,1,3,Walk-in,2025-01-16,,Active
693,M00693,Ayse,Yilmaz,57,3,3,Instagram,2024-04-30,,Active
694,M00694,Kerem,Yilmaz,26,4,3,Walk-in,2024-10-18,,Active
695,M00695,Ayse,Sahin,56,1,2,Organic Search,2024-04-19,,Active
696,M00696,Kerem,Koc,26,1,3,Organic Search,2024-12-05,,Active
697,M00697,Selin,Kurt,30,4,2,Instagram,2024-10-30,,Active
698,M00698,Zeynep,Aydin,54,3,1,Instagram,2026-03-19,2026-06-15,Cancelled
699,M00699,Bora,Demir,29,3,2,Referral,2024-03-06,2024-08-27,Cancelled
700,M00700,Ceren,Sahin,63,3,1,Organic Search,2025-01-08,,Active
701,M00701,Ece,Sahin,32,3,3,Referral,2024-09-17,,Active
702,M00702,Arda,Celik,36,4,1,Referral,2026-04-07,2026-06-25,Cancelled
703,M00703,Zeynep,Arslan,37,1,1,Walk-in,2025-01-03,,Active
704,M00704,Arda,Demir,40,1,3,Instagram,2025-02-19,2025-11-03,Cancelled
705,M00705,Selin,Sahin,27,1,1,Paid Search,2024-03-25,,Active
706,M00706,Kerem,Demir,33,4,3,Organic Search,2024-06-12,,Active
707,M00707,Can,Ozdemir,36,1,2,Organic Search,2025-01-29,,Active
708,M00708,Selin,Aydin,26,2,2,Organic Search,2025-09-05,,Active
709,M00709,Ece,Yilmaz,55,3,2,Instagram,2026-02-20,,Active
710,M00710,Emre,Kurt,42,1,4,Referral,2024-02-01,,Active
711,M00711,Selin,Sahin,28,1,4,Referral,2025-04-02,,Active
712,M00712,Arda,Arslan,41,1,3,Referral,2024-02-19,,Active
713,M00713,Ece,Arslan,46,2,1,Instagram,2025-07-28,,Active
714,M00714,Arda,Kurt,45,2,3,Referral,2025-08-12,,Active
715,M00715,Arda,Koc,64,3,1,Paid Search,2024-03-14,2025-07-15,Cancelled
716,M00716,Ayse,Kaya,50,2,4,Corporate Partner,2025-12-30,2026-02-14,Cancelled
717,M00717,Ayse,Ozdemir,23,1,4,Paid Search,2025-01-09,,Active
718,M00718,Selin,Kurt,34,1,3,Paid Search,2025-04-18,,Active
719,M00719,Selin,Ozdemir,43,1,1,Walk-in,2024-01-31,2024-05-22,Cancelled
720,M00720,Mert,Kaya,34,1,1,Paid Search,2025-09-06,,Active
721,M00721,Zeynep,Celik,35,1,1,Walk-in,2026-05-16,,Active
722,M00722,Deniz,Kaya,34,3,2,Instagram,2026-01-01,2026-03-27,Cancelled
723,M00723,Deniz,Arslan,53,1,1,Paid Search,2024-06-18,,Active
724,M00724,Mert,Celik,42,3,1,Corporate Partner,2026-05-14,,Active
725,M00725,Kerem,Arslan,22,4,4,Walk-in,2025-08-07,2026-06-15,Cancelled
726,M00726,Ceren,Koc,36,3,3,Corporate Partner,2025-06-18,,Active
727,M00727,Ece,Koc,19,3,1,Corporate Partner,2024-05-18,2025-09-11,Cancelled
728,M00728,Derya,Kaya,42,2,1,Organic Search,2025-09-28,2026-03-04,Cancelled
729,M00729,Derya,Aydin,30,4,1,Referral,2024-10-28,,Active
730,M00730,Mert,Demir,47,1,3,Organic Search,2025-09-29,,Active
731,M00731,Bora,Yilmaz,62,3,3,Paid Search,2025-04-11,,Active
732,M00732,Derya,Ozdemir,53,2,1,Walk-in,2025-08-22,,Active
733,M00733,Kerem,Ozdemir,26,2,2,Paid Search,2026-01-10,2026-07-21,Cancelled
734,M00734,Emre,Celik,46,1,1,Walk-in,2025-12-13,,Active
735,M00735,Zeynep,Demir,24,1,1,Referral,2024-03-31,2026-05-06,Cancelled
736,M00736,Arda,Kaya,44,2,1,Organic Search,2025-10-18,,Active
737,M00737,Mert,Kurt,25,1,3,Walk-in,2026-02-26,,Active
738,M00738,Derya,Koc,47,2,3,Paid Search,2025-12-24,,Active
739,M00739,Kerem,Celik,23,1,1,Walk-in,2024-03-31,,Active
740,M00740,Kerem,Aydin,54,3,1,Paid Search,2025-06-08,2025-08-23,Cancelled
741,M00741,Ece,Yilmaz,37,1,1,Paid Search,2024-01-19,,Active
742,M00742,Deniz,Aydin,45,2,1,Organic Search,2024-02-15,,Active
743,M00743,Ayse,Ozdemir,20,4,1,Instagram,2026-04-18,2026-07-30,Cancelled
744,M00744,Ceren,Kaya,47,1,2,Organic Search,2026-03-21,,Active
745,M00745,Arda,Koc,58,2,1,Instagram,2024-11-11,,Active
746,M00746,Bora,Yilmaz,48,1,3,Referral,2026-01-04,,Active
747,M00747,Derya,Koc,49,4,1,Referral,2025-01-31,2025-07-11,Cancelled
748,M00748,Ceren,Kaya,54,2,1,Organic Search,2026-01-28,,Active
749,M00749,Elif,Demir,58,1,4,Organic Search,2026-04-18,2026-06-01,Cancelled
750,M00750,Derya,Koc,38,2,1,Paid Search,2026-02-27,2026-05-13,Cancelled
751,M00751,Selin,Arslan,31,1,3,Paid Search,2024-11-21,,Active
752,M00752,Deniz,Ozdemir,55,3,4,Referral,2026-03-11,,Active
753,M00753,Kerem,Ozdemir,46,1,3,Instagram,2025-04-20,,Active
754,M00754,Ceren,Arslan,44,3,1,Organic Search,2025-09-22,,Active
755,M00755,Ceren,Aydin,28,2,4,Instagram,2024-09-01,2025-07-20,Cancelled
756,M00756,Ayse,Celik,20,3,1,Referral,2026-03-01,2026-04-21,Cancelled
757,M00757,Zeynep,Sahin,62,3,1,Referral,2025-12-27,,Active
758,M00758,Ceren,Sahin,49,1,2,Referral,2024-06-09,,Active
759,M00759,Can,Arslan,57,1,4,Walk-in,2024-03-17,,Active
760,M00760,Bora,Kurt,58,1,1,Organic Search,2025-11-17,2026-01-30,Cancelled
761,M00761,Kerem,Aydin,58,4,2,Walk-in,2024-02-26,,Active
762,M00762,Selin,Aydin,33,1,1,Instagram,2026-01-07,,Active
763,M00763,Derya,Ozdemir,19,1,1,Paid Search,2025-08-28,2026-03-18,Cancelled
764,M00764,Ayse,Kurt,43,1,1,Walk-in,2024-07-21,,Active
765,M00765,Mert,Sahin,58,1,1,Walk-in,2024-03-15,,Active
766,M00766,Ceren,Aydin,45,3,1,Referral,2024-03-10,2024-09-04,Cancelled
767,M00767,Ayse,Kaya,48,1,3,Instagram,2024-03-27,,Active
768,M00768,Zeynep,Koc,50,1,2,Referral,2025-10-11,,Active
769,M00769,Zeynep,Aydin,32,1,1,Instagram,2026-03-03,2026-04-20,Cancelled
770,M00770,Ceren,Ozdemir,26,4,1,Referral,2024-01-31,,Active
771,M00771,Derya,Kurt,64,1,1,Referral,2024-11-29,,Active
772,M00772,Arda,Kurt,19,1,3,Paid Search,2025-08-03,,Active
773,M00773,Deniz,Kurt,54,1,1,Corporate Partner,2025-05-18,,Active
774,M00774,Ceren,Arslan,31,3,3,Walk-in,2026-02-11,,Active
775,M00775,Ceren,Kurt,41,3,4,Referral,2026-02-13,,Active
776,M00776,Zeynep,Demir,56,2,1,Corporate Partner,2024-05-29,,Active
777,M00777,Mert,Yilmaz,39,4,3,Walk-in,2025-12-25,2026-02-08,Cancelled
778,M00778,Kerem,Kaya,24,4,2,Referral,2025-10-23,,Active
779,M00779,Zeynep,Kaya,45,3,3,Paid Search,2024-10-16,,Active
780,M00780,Ayse,Arslan,30,3,3,Paid Search,2024-03-05,,Active
781,M00781,Can,Kaya,38,1,1,Referral,2025-04-07,,Active
782,M00782,Deniz,Kurt,19,1,4,Referral,2025-07-03,2026-04-27,Cancelled
783,M00783,Derya,Kurt,44,2,1,Referral,2024-02-20,,Active
784,M00784,Ayse,Celik,34,4,3,Paid Search,2024-06-12,,Active
785,M00785,Emre,Kaya,30,2,3,Referral,2024-09-03,,Active
786,M00786,Deniz,Celik,32,1,3,Instagram,2025-05-27,,Active
787,M00787,Can,Celik,34,3,4,Instagram,2024-09-27,,Active
788,M00788,Can,Aydin,37,3,3,Corporate Partner,2024-08-13,,Active
789,M00789,Kerem,Demir,57,2,1,Corporate Partner,2025-05-01,,Active
790,M00790,Kerem,Koc,39,3,4,Organic Search,2025-11-30,,Active
791,M00791,Bora,Kurt,20,4,1,Walk-in,2024-04-02,2024-05-21,Cancelled
792,M00792,Mert,Demir,46,3,2,Corporate Partner,2025-12-14,,Active
793,M00793,Selin,Ozdemir,33,1,3,Paid Search,2024-05-25,,Active
794,M00794,Ece,Koc,52,3,4,Walk-in,2025-11-21,,Active
795,M00795,Ayse,Kaya,45,1,3,Walk-in,2024-10-07,,Active
796,M00796,Elif,Demir,21,2,3,Walk-in,2024-09-06,2025-06-03,Cancelled
797,M00797,Zeynep,Yilmaz,19,2,2,Paid Search,2025-12-19,2026-03-14,Cancelled
798,M00798,Kerem,Arslan,55,2,1,Walk-in,2025-04-26,,Active
799,M00799,Zeynep,Demir,39,1,1,Instagram,2025-04-23,,Active
800,M00800,Arda,Celik,44,2,3,Paid Search,2024-09-28,,Active
801,M00801,Can,Celik,45,3,2,Organic Search,2025-11-13,,Active
802,M00802,Selin,Kurt,24,2,4,Corporate Partner,2024-08-09,2025-06-06,Cancelled
803,M00803,Ceren,Kurt,56,2,1,Organic Search,2026-05-21,,Active
804,M00804,Ayse,Celik,53,3,4,Referral,2025-04-25,,Active
805,M00805,Arda,Arslan,27,3,3,Organic Search,2024-04-23,,Active
806,M00806,Arda,Arslan,18,1,4,Referral,2025-09-12,,Active
807,M00807,Deniz,Kurt,57,2,4,Paid Search,2024-09-07,,Active
808,M00808,Can,Arslan,55,1,4,Referral,2026-06-17,,Active
809,M00809,Mert,Koc,27,2,3,Referral,2024-04-06,,Active
810,M00810,Emre,Sahin,57,1,3,Instagram,2026-04-17,,Active
811,M00811,Kerem,Aydin,40,2,2,Paid Search,2026-01-01,2026-05-03,Cancelled
812,M00812,Deniz,Sahin,64,3,1,Instagram,2025-01-20,,Active
813,M00813,Ece,Aydin,39,3,4,Paid Search,2025-11-09,2026-04-20,Cancelled
814,M00814,Bora,Celik,32,2,1,Corporate Partner,2025-01-12,2025-09-02,Cancelled
815,M00815,Ayse,Arslan,59,1,3,Walk-in,2024-12-26,,Active
816,M00816,Kerem,Koc,46,2,3,Instagram,2024-07-24,,Active
817,M00817,Selin,Koc,60,3,4,Organic Search,2024-04-11,,Active
818,M00818,Kerem,Kurt,26,4,1,Instagram,2024-11-13,2026-01-22,Cancelled
819,M00819,Zeynep,Arslan,56,2,3,Instagram,2025-02-06,,Active
820,M00820,Selin,Arslan,30,4,1,Organic Search,2026-03-04,,Active
821,M00821,Zeynep,Koc,42,2,2,Referral,2025-07-21,,Active
822,M00822,Zeynep,Celik,23,1,2,Instagram,2026-02-24,,Active
823,M00823,Can,Sahin,49,3,2,Referral,2025-02-18,,Active
824,M00824,Selin,Kurt,50,3,2,Instagram,2024-02-04,,Active
825,M00825,Mert,Demir,58,3,3,Instagram,2026-03-17,,Active
826,M00826,Kerem,Celik,32,4,1,Walk-in,2025-07-10,2026-01-17,Cancelled
827,M00827,Bora,Demir,35,1,3,Organic Search,2025-02-13,,Active
828,M00828,Mert,Yilmaz,46,3,1,Paid Search,2024-10-29,2025-10-09,Cancelled
829,M00829,Ayse,Kaya,37,3,1,Organic Search,2025-12-18,2026-06-19,Cancelled
830,M00830,Ece,Kaya,35,1,2,Instagram,2024-04-10,,Active
831,M00831,Arda,Arslan,30,4,4,Walk-in,2025-11-27,,Active
832,M00832,Selin,Celik,26,1,1,Referral,2025-02-06,2025-08-28,Cancelled
833,M00833,Mert,Arslan,50,1,1,Paid Search,2026-05-25,2026-06-27,Cancelled
834,M00834,Ece,Demir,29,3,4,Referral,2024-05-02,,Active
835,M00835,Selin,Demir,46,1,3,Paid Search,2026-06-09,2026-07-19,Cancelled
836,M00836,Can,Yilmaz,61,1,4,Corporate Partner,2026-03-25,,Active
837,M00837,Emre,Sahin,22,1,3,Paid Search,2025-08-14,,Active
838,M00838,Mert,Sahin,25,3,3,Corporate Partner,2025-08-11,,Active
839,M00839,Ayse,Koc,34,1,3,Organic Search,2024-11-18,,Active
840,M00840,Selin,Arslan,21,3,2,Instagram,2025-05-21,,Active
841,M00841,Ceren,Celik,41,2,3,Paid Search,2024-07-02,,Active
842,M00842,Kerem,Demir,38,1,3,Paid Search,2026-01-17,2026-04-06,Cancelled
843,M00843,Derya,Koc,52,3,4,Organic Search,2026-01-29,,Active
844,M00844,Kerem,Arslan,28,4,4,Corporate Partner,2024-02-09,,Active
845,M00845,Derya,Celik,41,2,3,Walk-in,2025-12-14,,Active
846,M00846,Elif,Sahin,42,1,1,Corporate Partner,2024-02-08,,Active
847,M00847,Arda,Yilmaz,42,2,4,Organic Search,2024-08-28,,Active
848,M00848,Selin,Kurt,57,2,1,Paid Search,2024-10-17,,Active
849,M00849,Selin,Kurt,57,2,3,Referral,2025-05-10,,Active
850,M00850,Bora,Aydin,59,1,1,Instagram,2024-11-28,,Active
851,M00851,Deniz,Koc,41,2,2,Organic Search,2024-09-08,,Active
852,M00852,Selin,Ozdemir,44,1,4,Organic Search,2025-09-30,2025-11-28,Cancelled
853,M00853,Elif,Ozdemir,49,3,3,Paid Search,2025-08-19,,Active
854,M00854,Ayse,Yilmaz,38,4,4,Corporate Partner,2025-03-18,2026-03-11,Cancelled
855,M00855,Derya,Demir,24,1,4,Referral,2024-06-01,2025-03-04,Cancelled
856,M00856,Derya,Sahin,35,2,1,Instagram,2025-08-24,,Active
857,M00857,Ece,Koc,36,4,3,Corporate Partner,2026-05-08,,Active
858,M00858,Emre,Kaya,53,1,1,Walk-in,2024-09-30,,Active
859,M00859,Kerem,Demir,43,4,3,Referral,2024-09-28,2026-05-08,Cancelled
860,M00860,Arda,Sahin,46,3,2,Walk-in,2025-01-27,2025-10-26,Cancelled
861,M00861,Ayse,Aydin,43,2,2,Instagram,2024-08-30,,Active
862,M00862,Emre,Celik,64,3,1,Referral,2026-02-08,,Active
863,M00863,Selin,Sahin,40,2,1,Walk-in,2025-05-01,2026-01-25,Cancelled
864,M00864,Selin,Arslan,53,4,2,Organic Search,2025-04-04,,Active
865,M00865,Ece,Kurt,20,2,4,Referral,2025-06-19,2025-09-22,Cancelled
866,M00866,Deniz,Yilmaz,34,3,4,Walk-in,2024-04-19,,Active
867,M00867,Selin,Celik,61,1,2,Organic Search,2024-07-02,,Active
868,M00868,Can,Ozdemir,39,3,1,Walk-in,2025-09-17,,Active
869,M00869,Bora,Celik,53,1,1,Paid Search,2024-10-17,,Active
870,M00870,Deniz,Aydin,46,4,3,Referral,2025-06-01,,Active
871,M00871,Ceren,Demir,54,1,1,Organic Search,2026-01-02,,Active
872,M00872,Deniz,Koc,40,3,1,Walk-in,2026-02-12,,Active
873,M00873,Zeynep,Ozdemir,62,2,4,Corporate Partner,2024-10-12,,Active
874,M00874,Emre,Demir,19,3,1,Referral,2026-05-09,,Active
875,M00875,Selin,Demir,60,1,3,Organic Search,2024-04-16,,Active
876,M00876,Emre,Demir,55,1,1,Walk-in,2024-05-10,,Active
877,M00877,Zeynep,Demir,37,2,1,Referral,2026-01-13,,Active
878,M00878,Mert,Sahin,38,4,1,Referral,2024-04-24,,Active
879,M00879,Arda,Koc,55,1,1,Corporate Partner,2024-01-13,,Active
880,M00880,Emre,Kaya,20,1,1,Referral,2025-10-15,,Active
881,M00881,Bora,Arslan,47,4,3,Referral,2025-03-17,,Active
882,M00882,Arda,Kurt,50,1,2,Instagram,2025-06-29,,Active
883,M00883,Can,Sahin,25,3,2,Paid Search,2025-02-05,,Active
884,M00884,Bora,Yilmaz,63,2,3,Organic Search,2024-07-03,,Active
885,M00885,Can,Kaya,18,1,4,Paid Search,2025-07-18,2026-05-22,Cancelled
886,M00886,Arda,Yilmaz,34,3,3,Instagram,2024-06-07,,Active
887,M00887,Deniz,Sahin,27,4,2,Corporate Partner,2024-01-24,2026-07-04,Cancelled
888,M00888,Can,Ozdemir,63,2,1,Organic Search,2024-09-23,,Active
889,M00889,Arda,Sahin,47,1,2,Organic Search,2026-06-30,,Active
890,M00890,Mert,Demir,21,3,3,Paid Search,2025-12-04,,Active
891,M00891,Selin,Koc,42,3,2,Organic Search,2025-07-07,2026-04-11,Cancelled
892,M00892,Ceren,Demir,44,1,1,Walk-in,2024-10-01,,Active
893,M00893,Selin,Arslan,44,2,4,Referral,2025-05-24,2025-12-25,Cancelled
894,M00894,Selin,Kaya,50,1,3,Instagram,2024-06-24,,Active
895,M00895,Zeynep,Koc,23,4,3,Referral,2024-06-24,2024-08-20,Cancelled
896,M00896,Elif,Celik,23,3,1,Instagram,2025-09-27,2026-07-09,Cancelled
897,M00897,Derya,Ozdemir,23,2,3,Instagram,2025-06-05,,Active
898,M00898,Emre,Celik,63,1,2,Walk-in,2025-02-20,,Active
899,M00899,Can,Aydin,30,2,1,Walk-in,2025-12-25,,Active
900,M00900,Derya,Aydin,49,2,2,Organic Search,2024-01-13,,Active
901,M00901,Ece,Arslan,55,1,3,Organic Search,2025-02-17,,Active
902,M00902,Arda,Kurt,38,1,1,Walk-in,2025-04-27,,Active
903,M00903,Selin,Kaya,36,2,4,Corporate Partner,2026-05-04,,Active
904,M00904,Ayse,Kaya,36,4,2,Corporate Partner,2025-07-24,,Active
905,M00905,Can,Celik,19,4,1,Referral,2024-03-22,2024-05-10,Cancelled
906,M00906,Zeynep,Koc,64,2,1,Organic Search,2024-08-29,,Active
907,M00907,Bora,Demir,62,1,4,Walk-in,2024-05-10,,Active
908,M00908,Ece,Kurt,32,1,1,Corporate Partner,2026-04-05,,Active
909,M00909,Zeynep,Aydin,51,3,1,Referral,2024-11-25,,Active
910,M00910,Deniz,Ozdemir,54,3,3,Corporate Partner,2024-06-17,,Active
911,M00911,Ece,Yilmaz,45,3,2,Corporate Partner,2025-03-17,,Active
912,M00912,Arda,Demir,41,2,2,Corporate Partner,2024-06-09,,Active
913,M00913,Emre,Kaya,53,4,1,Organic Search,2024-11-20,,Active
914,M00914,Ayse,Sahin,27,1,3,Paid Search,2024-04-07,,Active
915,M00915,Ayse,Demir,40,1,3,Organic Search,2024-07-08,,Active
916,M00916,Elif,Arslan,49,3,3,Walk-in,2025-10-03,,Active
917,M00917,Ayse,Demir,48,2,2,Paid Search,2025-09-19,,Active
918,M00918,Ayse,Aydin,22,4,3,Walk-in,2024-04-11,,Active
919,M00919,Emre,Celik,40,2,1,Walk-in,2025-05-26,2025-07-21,Cancelled
920,M00920,Mert,Sahin,54,3,2,Organic Search,2026-06-21,,Active
921,M00921,Zeynep,Yilmaz,55,4,2,Referral,2025-12-22,,Active
922,M00922,Emre,Yilmaz,33,1,4,Referral,2024-08-30,2025-07-04,Cancelled
923,M00923,Bora,Demir,22,2,2,Instagram,2024-04-02,,Active
924,M00924,Ceren,Sahin,49,4,1,Instagram,2024-01-19,,Active
925,M00925,Selin,Demir,44,2,1,Walk-in,2026-05-22,,Active
926,M00926,Ece,Aydin,34,1,3,Corporate Partner,2024-12-03,,Active
927,M00927,Kerem,Kurt,46,2,2,Instagram,2025-02-26,,Active
928,M00928,Ceren,Sahin,23,2,1,Referral,2026-06-28,,Active
929,M00929,Kerem,Kaya,26,1,1,Walk-in,2026-01-09,,Active
930,M00930,Arda,Aydin,48,1,4,Paid Search,2024-10-14,,Active
931,M00931,Ayse,Ozdemir,25,4,4,Walk-in,2024-06-15,,Active
932,M00932,Selin,Arslan,53,4,3,Walk-in,2024-11-27,,Active
933,M00933,Ece,Yilmaz,21,4,4,Referral,2024-06-21,2025-06-07,Cancelled
934,M00934,Mert,Sahin,27,3,1,Corporate Partner,2025-05-17,2025-08-17,Cancelled
935,M00935,Elif,Kaya,62,1,2,Corporate Partner,2024-10-20,,Active
936,M00936,Can,Arslan,20,3,1,Walk-in,2024-04-03,2024-07-24,Cancelled
937,M00937,Elif,Arslan,27,1,2,Walk-in,2024-02-27,,Active
938,M00938,Elif,Koc,51,2,2,Walk-in,2025-07-30,2026-04-13,Cancelled
939,M00939,Bora,Koc,58,3,1,Instagram,2025-11-30,,Active
940,M00940,Ayse,Demir,37,1,4,Organic Search,2025-06-04,,Active
941,M00941,Can,Aydin,30,4,2,Organic Search,2025-03-20,,Active
942,M00942,Selin,Sahin,41,2,3,Instagram,2024-04-01,,Active
943,M00943,Ece,Yilmaz,26,1,3,Instagram,2025-04-05,,Active
944,M00944,Emre,Kurt,28,1,1,Walk-in,2026-02-11,2026-05-03,Cancelled
945,M00945,Bora,Demir,54,1,3,Paid Search,2025-01-15,,Active
946,M00946,Mert,Celik,33,4,1,Organic Search,2025-05-17,,Active
947,M00947,Selin,Kaya,24,1,2,Corporate Partner,2025-03-03,,Active
948,M00948,Bora,Aydin,30,4,1,Walk-in,2024-01-14,2024-09-05,Cancelled
949,M00949,Mert,Yilmaz,22,1,3,Referral,2026-01-19,,Active
950,M00950,Zeynep,Ozdemir,25,1,2,Organic Search,2024-05-17,,Active
951,M00951,Ayse,Kurt,20,2,1,Walk-in,2024-09-15,2024-10-31,Cancelled
952,M00952,Deniz,Ozdemir,42,1,2,Paid Search,2024-04-07,,Active
953,M00953,Deniz,Kaya,63,2,3,Paid Search,2025-08-26,,Active
954,M00954,Ceren,Yilmaz,19,1,4,Corporate Partner,2024-02-10,,Active
955,M00955,Selin,Celik,21,4,4,Referral,2026-02-06,2026-04-09,Cancelled
956,M00956,Emre,Kurt,38,1,1,Organic Search,2024-10-31,,Active
957,M00957,Ceren,Aydin,50,3,1,Organic Search,2024-05-02,,Active
958,M00958,Ceren,Ozdemir,54,2,1,Instagram,2026-02-12,2026-06-12,Cancelled
959,M00959,Elif,Yilmaz,28,1,1,Organic Search,2025-03-13,2025-11-27,Cancelled
960,M00960,Ceren,Arslan,61,1,3,Referral,2025-08-19,,Active
961,M00961,Zeynep,Kurt,63,4,3,Organic Search,2024-06-10,2025-11-16,Cancelled
962,M00962,Zeynep,Yilmaz,38,3,1,Walk-in,2024-05-22,,Active
963,M00963,Arda,Aydin,31,3,4,Instagram,2025-11-22,2026-02-07,Cancelled
964,M00964,Ayse,Arslan,32,2,1,Referral,2026-05-25,,Active
965,M00965,Ayse,Arslan,19,1,4,Paid Search,2024-12-19,,Active
966,M00966,Can,Koc,63,1,4,Referral,2025-04-19,,Active
967,M00967,Ceren,Celik,36,4,2,Instagram,2025-06-22,,Active
968,M00968,Derya,Koc,46,2,1,Instagram,2025-05-22,,Active
969,M00969,Mert,Celik,43,1,2,Referral,2025-07-26,,Active
970,M00970,Selin,Yilmaz,63,3,4,Paid Search,2026-03-24,2026-07-09,Cancelled
971,M00971,Ceren,Kurt,57,3,1,Organic Search,2025-03-08,,Active
972,M00972,Elif,Celik,33,3,1,Corporate Partner,2024-04-09,2026-05-02,Cancelled
973,M00973,Derya,Kurt,53,3,1,Organic Search,2025-01-29,2025-09-13,Cancelled
974,M00974,Ceren,Arslan,43,4,4,Paid Search,2024-03-04,,Active
975,M00975,Ayse,Celik,63,2,3,Instagram,2024-02-07,,Active
976,M00976,Emre,Aydin,40,3,1,Organic Search,2026-05-22,2026-07-25,Cancelled
977,M00977,Arda,Kaya,24,1,3,Instagram,2025-05-28,,Active
978,M00978,Zeynep,Ozdemir,62,3,2,Instagram,2024-04-07,2026-07-21,Cancelled
979,M00979,Zeynep,Celik,46,3,4,Instagram,2025-01-30,,Active
980,M00980,Deniz,Sahin,28,1,3,Walk-in,2026-03-18,,Active
981,M00981,Bora,Koc,47,1,1,Organic Search,2024-03-08,,Active
982,M00982,Can,Arslan,38,4,1,Corporate Partner,2024-06-14,2024-08-09,Cancelled
983,M00983,Mert,Kaya,45,4,2,Instagram,2024-12-24,,Active
984,M00984,Can,Kurt,57,1,1,Referral,2026-06-12,,Active
985,M00985,Ece,Kurt,36,2,3,Referral,2025-02-09,,Active
986,M00986,Bora,Aydin,18,1,4,Walk-in,2025-02-23,,Active
987,M00987,Ceren,Demir,20,2,3,Walk-in,2025-08-01,2025-08-31,Cancelled
988,M00988,Mert,Yilmaz,60,3,3,Organic Search,2025-11-28,,Active
989,M00989,Can,Kurt,30,1,3,Walk-in,2026-03-15,,Active
990,M00990,Ayse,Aydin,62,2,4,Organic Search,2025-04-14,,Active
991,M00991,Ceren,Sahin,37,4,3,Walk-in,2025-09-28,,Active
992,M00992,Ece,Arslan,49,1,4,Instagram,2024-08-13,,Active
993,M00993,Derya,Arslan,50,2,1,Instagram,2025-04-12,,Active
994,M00994,Selin,Sahin,51,2,4,Referral,2026-01-26,,Active
995,M00995,Ceren,Aydin,61,1,1,Referral,2024-06-07,,Active
996,M00996,Emre,Koc,21,1,2,Walk-in,2025-08-12,,Active
997,M00997,Ece,Yilmaz,45,1,4,Referral,2026-01-06,,Active
998,M00998,Ceren,Arslan,55,1,4,Referral,2025-08-23,,Active
999,M00999,Zeynep,Sahin,56,4,1,Referral,2025-04-29,,Active
1000,M01000,Ayse,Koc,18,1,2,Instagram,2024-05-17,2024-07-06,Cancelled
1001,M01001,Can,Ozdemir,27,4,4,Organic Search,2024-01-21,2024-12-02,Cancelled
1002,M01002,Elif,Koc,24,1,1,Organic Search,2026-04-24,2026-06-02,Cancelled
1003,M01003,Ece,Kaya,47,3,1,Instagram,2024-12-26,,Active
1004,M01004,Emre,Sahin,64,1,2,Walk-in,2024-05-16,2025-03-20,Cancelled
1005,M01005,Bora,Sahin,55,2,1,Organic Search,2026-02-13,,Active
1006,M01006,Deniz,Celik,47,4,3,Paid Search,2025-03-18,,Active
1007,M01007,Ece,Sahin,26,3,4,Corporate Partner,2024-06-23,,Active
1008,M01008,Derya,Celik,44,4,2,Organic Search,2024-11-01,,Active
1009,M01009,Can,Kaya,34,2,3,Referral,2024-03-06,,Active
1010,M01010,Mert,Sahin,62,1,3,Paid Search,2025-07-07,2026-01-19,Cancelled
1011,M01011,Bora,Yilmaz,59,4,2,Instagram,2024-03-04,,Active
1012,M01012,Ece,Kurt,54,3,1,Referral,2024-12-09,,Active
1013,M01013,Bora,Demir,27,1,3,Instagram,2026-01-28,,Active
1014,M01014,Ayse,Ozdemir,34,1,1,Referral,2025-09-12,,Active
1015,M01015,Selin,Kurt,56,4,3,Instagram,2025-09-01,,Active
1016,M01016,Ayse,Yilmaz,37,1,3,Organic Search,2025-08-04,,Active
1017,M01017,Emre,Arslan,18,3,1,Walk-in,2026-02-08,2026-04-17,Cancelled
1018,M01018,Selin,Yilmaz,19,2,1,Referral,2025-10-01,,Active
1019,M01019,Zeynep,Aydin,55,1,2,Walk-in,2026-06-05,2026-07-19,Cancelled
1020,M01020,Ceren,Kurt,54,2,1,Walk-in,2024-12-18,2025-11-14,Cancelled
1021,M01021,Ayse,Ozdemir,37,2,2,Organic Search,2024-02-10,,Active
1022,M01022,Can,Celik,26,3,1,Organic Search,2025-08-22,,Active
1023,M01023,Mert,Sahin,52,2,4,Walk-in,2026-04-13,2026-06-04,Cancelled
1024,M01024,Kerem,Demir,23,1,1,Instagram,2026-05-26,2026-06-26,Cancelled
1025,M01025,Arda,Sahin,47,1,1,Referral,2024-01-21,,Active
1026,M01026,Derya,Celik,25,1,3,Referral,2025-10-23,,Active
1027,M01027,Zeynep,Ozdemir,22,4,2,Organic Search,2025-07-05,2026-04-26,Cancelled
1028,M01028,Elif,Sahin,21,2,2,Corporate Partner,2025-08-14,,Active
1029,M01029,Emre,Kaya,52,4,1,Organic Search,2024-10-07,,Active
1030,M01030,Mert,Sahin,43,3,2,Instagram,2026-02-12,,Active
1031,M01031,Ceren,Demir,25,2,2,Walk-in,2024-12-30,2025-10-10,Cancelled
